season,celebrity,week,fan_vote_est,judges_score,eliminated,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,age_z,week_cat,season_cat,celebrity_industry_consolidated,country_norm,is_us
20,Chris Soules,5,555.9528964894006,27.0,False,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.2550533604610553,5,20,TV Personality,UNITED STATES,1
20,Nastia Liukin,5,1950.3393586041875,38.0,False,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,-0.8766952097208253,5,20,Athlete,RUSSIA,0
20,Noah Galloway,5,823.9998375193278,28.0,False,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,-0.2550533604610553,5,20,Other,UNITED STATES,1
20,Patti LaBelle,5,587.2154193317991,27.0,False,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.620040192365381,5,20,Singer/Rapper,UNITED STATES,1
20,Riker Lynch,5,2068.5142658584978,38.0,False,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,-1.0321056720357678,5,20,Actor/Actress,UNITED STATES,1
20,Robert Herjavec,5,585.8312767814177,24.0,False,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.2213460315308984,5,20,Other,CROATIA,0
20,Rumer Willis,5,1839.8117579358652,39.0,False,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,-0.7989899785633541,5,20,Actor/Actress,UNITED STATES,1
20,Suzanne Somers,5,1.0,28.0,True,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.4646297300504383,5,20,Actor/Actress,UNITED STATES,1
20,Willow Shields,5,1587.335187479502,34.0,False,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.731452752453009,5,20,Actor/Actress,UNITED STATES,1
20,Chris Soules,6,571.9997117494474,35.0,False,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.2550533604610553,6,20,TV Personality,UNITED STATES,1
20,Nastia Liukin,6,2071.572664685916,36.5,False,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,-0.8766952097208253,6,20,Athlete,RUSSIA,0
20,Noah Galloway,6,822.0360638080817,34.0,False,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,-0.2550533604610553,6,20,Other,UNITED STATES,1
20,Patti LaBelle,6,1.0,34.0,True,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.620040192365381,6,20,Singer/Rapper,UNITED STATES,1
20,Riker Lynch,6,2332.808237038094,38.0,False,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,-1.0321056720357678,6,20,Actor/Actress,UNITED STATES,1
20,Robert Herjavec,6,529.0897394563443,33.5,False,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.2213460315308984,6,20,Other,CROATIA,0
20,Rumer Willis,6,2042.434966712543,35.5,False,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,-0.7989899785633541,6,20,Actor/Actress,UNITED STATES,1
20,Willow Shields,6,1629.0586165495731,36.5,False,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.731452752453009,6,20,Actor/Actress,UNITED STATES,1
20,Chris Soules,7,749.2030325747305,31.0,False,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.2550533604610553,7,20,TV Personality,UNITED STATES,1
20,Nastia Liukin,7,2323.680761454679,41.0,False,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,-0.8766952097208253,7,20,Athlete,RUSSIA,0
20,Noah Galloway,7,1003.6666627955088,38.0,False,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,-0.2550533604610553,7,20,Other,UNITED STATES,1
20,Riker Lynch,7,2810.011255308591,37.0,False,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,-1.0321056720357678,7,20,Actor/Actress,UNITED STATES,1
20,Robert Herjavec,7,649.64418274618,31.0,False,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.2213460315308984,7,20,Other,CROATIA,0
20,Rumer Willis,7,2462.7941051203097,37.0,False,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,-0.7989899785633541,7,20,Actor/Actress,UNITED STATES,1
20,Willow Shields,7,1.0,39.0,True,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.731452752453009,7,20,Actor/Actress,UNITED STATES,1
20,Chris Soules,8,639.6534609830908,32.0,True,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.2550533604610553,8,20,TV Personality,UNITED STATES,1
20,Nastia Liukin,8,2232.4447241101075,38.0,False,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,-0.8766952097208253,8,20,Athlete,RUSSIA,0
20,Noah Galloway,8,939.6222921119012,31.5,False,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,-0.2550533604610553,8,20,Other,UNITED STATES,1
20,Riker Lynch,8,3041.780956608964,39.0,False,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,-1.0321056720357678,8,20,Actor/Actress,UNITED STATES,1
20,Robert Herjavec,8,500.8821394281204,31.0,True,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.2213460315308984,8,20,Other,CROATIA,0
20,Rumer Willis,8,2645.616426757815,40.0,False,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,-0.7989899785633541,8,20,Actor/Actress,UNITED STATES,1
20,Nastia Liukin,9,1.0,40.0,True,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,-0.8766952097208253,9,20,Athlete,RUSSIA,0
20,Noah Galloway,9,1909.0836208741373,38.0,False,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,-0.2550533604610553,9,20,Other,UNITED STATES,1
20,Riker Lynch,9,4262.871616081638,40.0,False,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,-1.0321056720357678,9,20,Actor/Actress,UNITED STATES,1
20,Rumer Willis,9,3827.044763044223,39.0,False,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,-0.7989899785633541,9,20,Actor/Actress,UNITED STATES,1
20,Noah Galloway,10,1796.6853790445462,36.0,False,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,-0.2550533604610553,10,20,Other,UNITED STATES,1
20,Riker Lynch,10,4333.049489118017,40.0,False,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,-1.0321056720357678,10,20,Actor/Actress,UNITED STATES,1
20,Rumer Willis,10,3870.265131837437,40.0,False,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,-0.7989899785633541,10,20,Actor/Actress,UNITED STATES,1
21,Alek Skarlatos,1,875.4213152107465,22.0,False,Lindsay Arnold,Military,California,United States,22,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,-1.109810903193239,1,21,Other,UNITED STATES,1
21,Alexa PenaVega,1,1112.0661327951964,22.0,False,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.7212847474058828,1,21,Actor/Actress,UNITED STATES,1
21,Andy Grammer,1,991.9425448195244,21.0,False,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.4104638227759978,1,21,Singer/Rapper,UNITED STATES,1
21,Bindi Irwin,1,1320.8402489350988,24.0,False,Derek Hough,TV Personality,,Australia,17,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,-1.4983370589805953,1,21,TV Personality,AUSTRALIA,0
21,Carlos PenaVega,1,1175.5252221504986,23.0,False,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,-0.7989899785633541,1,21,Actor/Actress,UNITED STATES,1
21,Chaka Khan,1,76.54453482196156,13.0,False,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.9983983431056107,1,21,Singer/Rapper,UNITED STATES,1
21,Gary Busey,1,305.9165177731367,15.0,False,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.6977454235228517,1,21,Actor/Actress,UNITED STATES,1
21,Hayes Grier,1,968.0312251713708,21.0,False,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.6537475212955377,1,21,Social Media Personality,UNITED STATES,1
21,Kim Zolciak-Biermann,1,223.91494446508983,12.0,False,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.05576756416882966,1,21,TV Personality,UNITED STATES,1
21,Nick Carter,1,1234.8424408953183,24.0,False,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,-0.09964289814611284,1,21,Singer/Rapper,UNITED STATES,1
21,Paula Deen,1,260.6305032579722,15.0,False,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.4646297300504383,1,21,TV Personality,UNITED STATES,1
21,Tamar Braxton,1,1090.9969474410404,23.0,False,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.1334727953263009,1,21,Singer/Rapper,UNITED STATES,1
21,Victor Espinoza,1,363.3274222630448,15.0,False,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5219989511136571,1,21,Athlete,MEXICO,0
21,Alek Skarlatos,2,884.0805885124722,22.5,False,Lindsay Arnold,Military,California,United States,22,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,-1.109810903193239,2,21,Other,UNITED STATES,1
21,Alexa PenaVega,2,1146.5347670763297,23.0,False,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.7212847474058828,2,21,Actor/Actress,UNITED STATES,1
21,Andy Grammer,2,1028.0354193743174,22.0,False,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.4104638227759978,2,21,Singer/Rapper,UNITED STATES,1
